29200,12100
15400,12600
13100,12700
18300,13700
14700,13700
14900,16600
15700,15500
16400,18400
16800,16800
17600,18900
19600,18700
19300,20400
20400,38500
25700,20300
21400,22900
22900,24600
26300,23400
42700,29300
24900,23300
27300,26900
26400,29100
30900,29100
27000,28200
30200,28900
28500,28600
42400,32600
30800,33200
32100,36500
32400,33400
32100,32500
34600,35400
28400,31600
35000,37400
34000,12400
10400,11000
21800,12300
12400,12600
12500,14500
12900,12600
13100,13200
15100,13400
16800,13600
13700,13600
13500,14100
15800,14400
14300,14300
14400,16400
14900,16900
15000,15300
15300,15300
15400,15700
15600,15800
17300,16200
16200,16400
17800,16500
16600,16800
18400,17100
22600,17000
17200,17400
17400,17300
19100,17800
17900,19300
17800,17900
18000,24100
19100,17900
18700,19000
20800,20900
19200,19600
19500,19700
19600,19900
21500,21400
20100,20400
20400,20700
20400,20800
20600,22700
21000,22900
22700,23000
21300,21100
23400,22200
22000,24000
22000,25900
22100,22600
26200,22700
22500,23100
22700,23300
23200,24900
23500,23800
23400,25700
23400,24000
25000,24600
24500,24700
24600,24500
28400,26700
26500,25400
25000,25500
25300,27500
25300,26100
25700,27900
25900,27400
25000,26800
26600,26900
26700,28100
26800,35500
27700,28000
27500,29700
29500,28500
28100,28500
30600,29800
55900,35100
33100,32700
30800,29500
29100,31500
29300,29900
30800,30000
30000,30600
30000,33500
28800,31100
29800,30500
32600,31200
30400,34200
30600,33300
38600,32000
31600,31700
31100,33800
30800,30900
31800,31500
31900,31700
31500,35600
32200,32700
33500,30600
31800,35400
33200,33500
34900,53100
250700,34400
32700,36800
31800,33800
32600,32800
34400,36600
38200,35400
35000,36000
39000,37600
35400,38900
38500,36700
34900,38700
46200,36900
39300,37800
37300,39600
36900,37800
40600,39500
36500,37700
38200,40900
36900,41600
37600,40400
39800,39600
39100,41300
40400,40300
41400,39400
41100,41500
39900,40700
41700,41200
40000,41800
44300,41300
40900,42900
39400,42000
42400,42300
41900,41400
41300,46400
41600,42500
42700,45000
44700,43000
45100,44800
42000,43500
45100,45500
44300,43600
45100,44500
43200,46300
44900,43300
43100,45100
46500,45700
46300,47300
43500,45100
48100,45600
47400,46400
47500,48200
44700,48800
47000,47500
48100,47900
46200,46900
48600,48400
46300,47000
48600,48000
47200,60200
47100,48300
50000,48900
51100,52000
49200,49600
50100,52900
47500,49200
47500,45600
43000,44700
43700,43600
49000,45300
53500,39400
41500,41700
54000,47000
43500,44400
45300,44200
44000,46000
44500,44200
46300,44200
45000,47300
45300,45600
46700,62000
45700,47200
42100,42000
41600,40900
42100,43300
42700,42800
43800,40600
40100,42600
42300,42600
45700,42700
117300,156000
177400,58100
72000,48000
48000,48500
27200,26700
29000,26700
27100,27600
27100,27700
29900,27400
27800,27200
27300,28200
46500,27700
29500,27500
27900,28300
27700,28400
36300,28000
28500,37400
28400,29500
28300,28700
28800,28600
29300,28500
28600,29000
28600,31100
28700,28900
29400,28900
29000,29800
29200,29700
29200,29200
29900,29300
29300,29900
29500,30200
29700,29600
30200,29800
52700,50100
50300,51500
52700,54600
50100,40400
32600,33300
36500,31900
30600,31200
30700,31200
30700,30800
31300,31000
31500,31100
31100,31600
31100,31800
31200,31300
31700,31400
32000,34300
32200,31600
31800,32600
31800,32600
32000,32000
32500,32100
32600,32300
32600,34500
32200,32800
32300,33200
32500,33100
33100,32800
33100,32900
33400,34700
34400,33600
33200,33700
33000,33700
33200,33800
33400,34200
33500,33600
34100,33800
34100,33800
34400,33900
34300,34200
34100,34500
34000,34400
34400,36000
34600,35200
34500,35500
34800,34700
35700,34900
35500,35300
35500,34900
53700,35300
77800,35400
36100,35500
35300,36000
35700,36100
37300,36200
35700,36600
35800,36400
36000,37100
36500,69500
36200,37000
36400,37000
36500,36800
67500,36700
37500,36800
37300,36800
120000,47800
75800,37200
37900,37500
37900,37200
37800,37400
38500,37500
77500,38000
73500,37800
71700,40300
82100,46400
71300,38100
72200,38500
72600,38400
74500,38400
39200,38800
38800,38600
39100,39300
128400,88400
90500,106200
90100,39200
40200,39400
39700,39300
40100,39500
76700,40400
42300,40200
41500,75900
39900,40700
40000,40400
48300,76600
49200,43600
40200,79600
40300,41100
40400,76900
41500,42200
77700,41000
41200,40800
41200,40900
48400,40900
41800,41200
78400,41800
55200,42100
41200,76300
41500,42200
41500,42300
41600,81900
72200,42100
42500,45900
42900,42300
42600,42300
78900,73900
42300,43300
45000,45100
42000,42400
42600,41800
42600,41900
42600,42100
94300,42200
83100,80800
42600,81800
42700,83600
42700,83100
43600,42800
43300,42800
43500,43500
43100,47600
43300,43500
43200,43600
78200,43500
84000,44900
69700,68300
52400,45700
44100,85200
44700,87100
45100,44000
45000,44400
78400,86300
46300,45100
44500,44900
85300,44800
45800,44600
45400,45200
45000,49600
45100,83600
46300,45100
45900,45600
62300,69100
45700,97700
46300,47400
88800,45700
46400,87900
53700,46600
46600,46000
46900,47600
46900,89300
46500,47500
46600,87800
47400,46600
47200,82700
47000,47400
47200,46900
84200,63900
57800,47800
47300,109800
48300,47700
48000,54900
47500,91200
47900,48400
48400,47700
48300,91000
48200,82100
48700,56200
49100,48500
48600,49000
48600,90200
85700,48400
49500,50400
48900,49200
49400,48700
49600,49400
48900,49500
49600,49200
50100,96300
49500,95800
95400,51200
96100,94000
50000,50400
50400,49800
