35100,13900
34100,27300
25500,38000
28200,27000
30700,28800
38400,34300
38700,34300
41600,39100
44000,40800
63500,42300
38300,34400
41300,37300
42300,40300
44300,41700
50900,50100
32700,28000
32800,29900
34600,30600
35400,32300
37800,33000
39400,34000
63600,58500
68000,60200
69800,65100
72600,65700
75500,67700
77200,70800
80500,73600
148400,77700
86900,76900
88400,79300
89700,82500
91400,85900
99800,95200
99000,89600
101600,77500
36000,39000
35300,32100
34800,36400
37000,33600
38200,33900
38300,38900
40300,35400
39900,36600
41500,37500
41300,37500
41300,39400
42800,38800
43800,39800
44000,40100
45400,40000
46100,42100
46800,53400
86300,72200
58800,45700
51100,45900
50600,45600
51200,46500
86900,46800
51500,50900
50900,47300
51600,47000
60600,51300
53400,48700
54000,50200
56700,50600
55500,51500
57100,51700
61500,52700
60200,52800
58800,53600
59900,54500
60500,56100
78200,56000
65300,56600
63800,61800
50700,45000
52000,45300
51600,45400
53800,46200
53500,47700
54200,48400
54400,47600
55300,48900
55800,49700
72000,65400
73800,66400
82200,68400
74300,67700
76300,68300
77800,68000
80600,69900
78200,70300
79600,71300
79900,71700
81500,71900
81400,72900
87100,73700
83000,76300
85100,76100
84600,74700
85800,86500
85800,76800
139500,125000
134300,78700
87200,78400
78800,62200
72300,62700
81200,73500
74000,64500
73100,64900
74500,65300
74700,74600
76500,65500
77400,66500
77100,67100
77500,67800
77600,68300
80200,82700
269000,114200
100400,89400
101700,90000
101300,128400
85200,72200
92100,72600
85000,73600
85000,82900
85900,79000
86600,75400
87800,76500
88900,76900
89000,77800
89300,78100
92600,79900
91100,78900
93200,80600
93000,80500
94400,81400
94300,84200
96200,83500
96900,84200
101200,80300
92300,89500
82300,70000
79700,66700
80900,66600
79900,67800
81000,67200
106900,70000
81900,76800
111600,68600
82600,69200
83500,69700
84400,70600
84300,71400
85500,77800
124200,81700
89400,72800
87200,73600
88800,73300
89400,74000
93200,75000
99100,74800
91600,75900
91200,76100
92900,76600
91600,80700
93000,77500
94000,78100
94000,88600
95200,79000
97100,79500
152600,216200
98000,83100
99000,82100
98900,86000
104800,83800
100200,83900
108000,84500
101000,85200
102100,84600
113800,91000
103400,86900
104000,86000
104800,87400
104200,87900
130100,90600
109500,88800
107400,89000
107200,90200
108400,90700
109300,91400
109500,103600
110400,93000
110300,92900
111600,96500
112800,93000
112700,94900
112300,94600
113500,95500
119200,95300
115800,95700
115600,97400
123100,102500
118200,135200
120000,97700
117900,97100
119100,97500
121400,105100
128700,100900
120100,100700
121600,100400
123100,105300
135100,115500
126000,102000
124000,103500
123800,128600
265600,109800
124700,104600
127000,104000
129900,103500
126600,112000
125800,116600
127900,105500
129600,106000
127500,106600
128600,106500
130000,107400
132300,106800
130400,109200
130500,107600
132200,114100
136500,109100
133600,109400
133900,109600
134900,110500
139700,111300
135300,112100
138400,113100
137200,115000
137700,122500
138600,114300
138900,114600
153600,148000
140000,118800
140700,116000
141500,120700
150000,116900
142400,118000
150900,123400
172400,121500
145900,121200
146600,121100
147800,135000
332500,146900
252100,163000
180300,131900
172300,133500
152400,124500
157100,125000
152400,125800
155100,126000
153400,130800
154600,128400
154900,131900
155400,133500
155500,129900
156600,130400
157500,131500
162800,132100
159100,131300
160300,131800
164400,5216300
178500,137400
164700,148100
171300,135000
163900,135800
163700,133600
165000,135600
973200,436000
615800,455900
543400,472100
544300,439100
600400,447300
556100,443300
756500,447900
558700,470100
566600,453700
523900,1035000
675200,651600
771700,663400
820900,665200
785600,862500
716000,433900
542800,429000
531100,430600
532300,436200
534900,511100
543700,437700
546700,442500
824900,489500
561000,913500
575300,449400
546300,448900
548000,453100
557800,464100
558800,460600
571300,531100
565800,691700
728700,458400
979400,612300
567200,459700
565800,464200
567800,460700
568900,470700
570800,462700
577500,466300
751400,695900
586800,816400
736900,482600
584400,476900
758900,474200
580600,546000
901100,640700
881500,817800
684700,479400
1007700,489500
618400,488900
600600,485800
604800,491700
607700,491200
608600,490600
611800,494800
985700,517700
1040300,700600
665000,503700
620900,507400
617100,499600
622000,647900
624400,516100
628200,775700
769000,523200
1114600,532800
645100,526700
649000,535400
659200,555700
639600,582300
644000,519800
909300,669100
666100,1037600
656900,532100
660700,526000
666300,538900
664600,539400
664800,537200
657700,818400
816700,945100
1087900,931000
1201500,936600
1133800,942500
1011900,910300
1131600,1187300
1133600,933500
1139900,925100
1131200,920100
1179600,931500
1488100,941300
1142300,949600
1153700,942400
1190200,994000
1155700,1272200
1169100,1033500
1216000,2283600
1317200,1363200
2869200,932000
1114500,839100
1074200,888200
1237600,1909500
1298300,1453500
1196300,1254400
2092500,2329900
1231900,960600
1402600,960900
3761000,1197100
1167900,1117500
1205200,1041500
1169700,1625300
1370800,988300
1024200,871900
1694800,1266800
1283900,1323100
1233900,993500
1210300,962800
1270800,1084400
1256200,1726100
1332900,1350100
1361800,1016000
1213700,1054900
1348900,1035500
1186400,1029500
1038600,618600
772800,617200
787500,898000
1263400,1227200
768300,636200
762900,617200
768400,616200
764300,620000
764000,819900
1020500,679800
1366000,629800
786400,635600
788700,649000
834500,654000
802800,741700
1079600,643800
2103500,996300
1250200,1091400
1315200,1028100
1300300,1339100
1364000,1017400
1261200,1054200
1272500,1077200
1396500,1404100
1210600,999700
1289800,1316100
1312200,1078200
1419800,1388700
1337400,1076000
1396900,1095200
1307500,1153500
1374900,1389300
1352500,1051200
1286600,1098400
1380800,1171600
1376900,1242200
1310700,1045900
1341600,1115200
1331600,1238700
1396600,1178300
1348600,1109500
1330500,1125600
1337000,1263900
1761200,1054200
1322700,1106800
1349600,1129100
1484900,1145200
1563300,1136800
1247900,2658000
1816100,688400
931600,1591600
950700,1756500
1468300,1229400
1587200,1854300
1456000,1598200
1566100,1134400
1537100,1380300
1591600,1432600
1775900,1213600
1402000,1165200
1363400,1599000
1415900,1214300
1430500,1182100
1540900,1783300
1925000,1162300
1509400,1189300
1433500,1244500
1454300,1454500
1456800,1185900
1781600,1271900
1449400,1273000
1440900,1208500
1539000,1204400
1461200,1291400
1712600,1246100
1469100,1168900
1448600,1211600
1519900,1615700
1534000,1228900
1426500,1174700
1426500,1379100
1705300,1253600
1556300,1211700
1439500,1134900
1437900,1303000
1558300,1269800
1518800,1211700
1470700,1318500
2612500,2463800
1532300,1242000
1697700,2199000
3780600,1287300
1588900,1316700
1902500,1228300
1763300,1300600
1546100,1269500
3344400,1256400
1506900,1223900
1526100,1380600
1527500,1285600
1739200,1265400
1690600,1371900
1447200,1481400
1062000,790000
1001900,814800
994100,816400
1067000,1092000
1003300,1324900
989200,1343300
1232300,785800
982500,795000
1227300,967200
1630100,863300
1098500,866100
1554600,797700
1001200,1148400
1091900,1271600
1016100,807400
1012600,812300
1016100,814800
1026700,1188800
1183200,1158600
1061900,804400
1008100,808400
1038900,841000
1145100,1122700
1591900,860000
1042000,830500
1037900,891800
1034700,879000
1396400,841300
1541800,855200
1026200,824100
1029600,828200
1036700,927800
1335200,1221200
1141400,830200
1084900,838200
1039000,835100
1057800,1173200
1103100,1410600
1118100,839200
