46900,15600
13400,18000
11800,18600
15200,22500
12300,24700
23900,30700
16100,36400
17400,37400
31200,203700
12200,25600
13600,99300
15600,54500
17700,37300
18000,44300
19200,47200
20700,54900
21800,69900
30100,55900
21200,61200
21300,76100
12200,45100
9600,23800
11200,26600
11000,29500
11700,28400
12900,32300
12200,31000
11600,34500
12000,34600
12200,35900
14300,38800
13600,40000
15400,42200
14900,42300
14200,45300
18500,63300
15800,52700
14600,50800
16200,63900
16900,55100
16700,55500
17500,57200
16400,61800
24500,66600
18300,67600
20100,70100
19200,77600
22900,78900
15800,54500
19200,87200
21500,85200
26300,88400
22200,90900
24200,95500
26700,98800
33400,102600
24900,113800
23300,107500
21100,85400
20300,89700
34900,92300
17200,93700
18800,1414300
47900,119000
24200,121700
24700,126400
24200,129300
27200,133300
23500,133200
33900,134700
28500,138500
22400,143700
52500,149400
27300,145300
25600,144100
22800,146200
29600,181700
33000,170700
28500,181100
30000,183000
31700,186000
32200,323600
31300,259200
34100,186500
31800,191100
31100,699400
93700,694500
69600,684800
93200,689100
84100,600200
166200,1053500
91500,735800
81300,715900
84400,764000
92300,794400
97600,781600
99600,786400
167900,856600
70900,870300
118800,849300
92800,998200
100700,1240600
108900,1004000
127400,489400
64100,906500
110200,546700
63400,596300
117500,1049900
107600,984200
108700,1001100
127600,1436300
131000,1130500
137100,1085600
64300,980300
70800,589500
74000,797700
153100,1330700
96900,614300
113800,700400
68500,1175600
130200,683300
69700,653800
87100,915500
133200,885200
76000,674900
68400,686900
76100,698900
83700,708600
122400,985000
150700,748100
89600,2053400
251400,2556900
361000,2365700
211800,2702800
245600,1542500
85000,1087400
83000,813900
84900,814000
82000,826800
84600,835800
86000,852500
96400,866700
101400,1412900
264200,1328700
85500,1441600
99400,903700
82700,914200
90800,926500
103100,943200
90000,948900
95300,1637000
85200,1044800
96300,1174000
98800,951100
92700,950000
84500,1535200
95400,1020600
83200,991000
97000,1570600
95900,1013300
93100,1073000
108700,682800
20900,97800
19600,99100
19000,100700
44600,109500
18800,102300
19400,103400
19500,105600
20700,105300
19000,106200
19100,112500
18700,125000
24400,109900
19100,110000
